country,country_code,year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,region
north america (wb),Unknown,2007,98.66643,99.63883,99.55438,Unknown
north america (wb),Unknown,2008,98.68658,99.6403,99.55452,Unknown
north america (wb),Unknown,2017,98.75348,99.6591,99.56526,Unknown
north america (wb),Unknown,2018,98.75979,99.66024,99.56524,Unknown
north america (wb),Unknown,2019,98.76517,99.66159,99.56584,Unknown
north america (wb),Unknown,2020,98.77029,99.66034,99.56623,Unknown
north america (wb),Unknown,2021,98.77717,99.66233,99.56689,Unknown
north america (wb),Unknown,2022,98.77941,99.66295,99.567,Unknown
korea,PRK,2008,100.0,100.0,100.0,Asia
north macedonia,MKD,1994,94.0,99.0,99.0,Europe
north macedonia,MKD,2002,96.0,99.0,98.0,Europe
north macedonia,MKD,2005,82.15758,94.4,98.69,Europe
north macedonia,MKD,2011,82.15758,94.4,99.36,Europe
north macedonia,MKD,2018,82.15758,94.4,98.74764,Europe
northern africa and western asia (sdg),Unknown,1990,64.19637,86.77123,72.29262,Unknown
northern africa and western asia (sdg),Unknown,1991,65.00349,87.62791,73.40488,Unknown
northern africa and western asia (sdg),Unknown,1992,65.77178,88.09057,74.42594,Unknown
northern africa and western asia (sdg),Unknown,1993,66.33577,88.13447,73.79197,Unknown
northern africa and western asia (sdg),Unknown,1994,67.05767,88.44629,74.7156,Unknown
northern africa and western asia (sdg),Unknown,1995,67.79916,88.81908,75.68437,Unknown
northern africa and western asia (sdg),Unknown,1996,68.66977,89.17943,76.75329,Unknown
northern africa and western asia (sdg),Unknown,1997,69.50703,89.49842,77.78434,Unknown
northern africa and western asia (sdg),Unknown,1998,70.41439,89.68784,78.69692,Unknown
northern africa and western asia (sdg),Unknown,1999,71.24101,89.90529,79.65437,Unknown
northern africa and western asia (sdg),Unknown,2000,72.16486,90.36577,80.47546,Unknown
northern africa and western asia (sdg),Unknown,2001,73.03478,90.72356,81.42355,Unknown
northern africa and western asia (sdg),Unknown,2002,73.83571,90.98169,82.30246,Unknown
northern africa and western asia (sdg),Unknown,2003,75.93867,92.36484,82.6261,Unknown
northern africa and western asia (sdg),Unknown,2004,76.60167,92.53676,83.45652,Unknown
northern africa and western asia (sdg),Unknown,2005,77.18137,92.72336,84.12263,Unknown
northern africa and western asia (sdg),Unknown,2006,75.35314,90.81431,83.61319,Unknown
northern africa and western asia (sdg),Unknown,2007,76.0082,91.32681,84.49342,Unknown
northern africa and western asia (sdg),Unknown,2008,76.72649,91.77027,85.2762,Unknown
northern africa and western asia (sdg),Unknown,2009,76.07653,90.00552,83.06166,Unknown
northern africa and western asia (sdg),Unknown,2010,76.8703,90.27802,83.64832,Unknown
northern africa and western asia (sdg),Unknown,2011,78.47644,90.83069,84.23535,Unknown
northern africa and western asia (sdg),Unknown,2012,79.18889,91.40776,85.4149,Unknown
northern africa and western asia (sdg),Unknown,2013,79.80632,91.66172,86.49718,Unknown
northern africa and western asia (sdg),Unknown,2014,80.18829,91.6782,86.83956,Unknown
northern africa and western asia (sdg),Unknown,2015,80.74607,91.68989,87.19533,Unknown
northern africa and western asia (sdg),Unknown,2016,79.70249,90.51795,86.01057,Unknown
northern africa and western asia (sdg),Unknown,2017,80.08974,90.6555,86.46706,Unknown
northern africa and western asia (sdg),Unknown,2018,80.34868,90.74045,86.80387,Unknown
northern africa and western asia (sdg),Unknown,2019,80.59253,90.84184,87.07572,Unknown
northern africa and western asia (sdg),Unknown,2020,80.83071,90.97112,87.32796,Unknown
northern africa and western asia (sdg),Unknown,2021,81.11396,91.14234,87.58399,Unknown
northern africa and western asia (sdg),Unknown,2022,81.32228,91.21332,87.76496,Unknown
northern africa and western asia (sdg),Unknown,2023,81.52536,91.25193,87.87527,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,1994,63.83721,77.99778,69.92531,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,1995,63.73516,77.93086,69.80773,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,1996,64.12549,77.80159,70.52277,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,1997,64.51518,77.57193,71.17595,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,1998,64.89708,77.23113,71.75108,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,1999,65.18096,76.60148,72.01319,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2000,65.35132,75.68379,71.95756,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2001,65.67382,75.20317,72.38272,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2002,65.98396,74.65344,72.7736,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2003,66.2849,74.06713,73.14567,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2004,66.58231,73.51779,73.54148,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2005,66.86126,72.99228,73.94499,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2006,67.13211,72.42972,74.27674,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2007,67.3978,71.91764,74.65142,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2008,67.65311,71.43784,75.06341,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2009,67.89148,71.16369,75.7507,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2010,68.12718,71.10046,76.70676,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2011,68.01376,70.99472,76.65435,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2012,67.90237,70.90169,76.61355,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2013,67.79107,70.80942,76.57255,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2014,82.15758,70.69678,76.51877,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2016,82.15758,70.49173,76.40004,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2017,67.29137,70.40302,76.33891,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2018,67.18698,70.31829,76.28157,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2019,67.08638,70.24382,76.2324,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2020,66.98972,70.17836,76.19174,Unknown
oceania (excluding australia and new zealand) (sdg),Unknown,2021,66.96753,70.16173,76.17388,Unknown
oman,OMN,2003,66.0,66.0,85.0,Asia
oman,OMN,2008,87.0,98.0,98.0,Asia
oman,OMN,2010,87.0,97.0,98.0,Asia
oman,OMN,2015,93.0,99.0,99.0,Asia
oman,OMN,2017,96.0,98.0,99.0,Asia
oman,OMN,2018,96.0,98.0,99.0,Asia
oman,OMN,2020,97.0,100.0,100.0,Asia
oman,OMN,2022,97.0,100.0,100.0,Asia
pakistan,PAK,1998,43.0,67.0,43.0,Asia
pakistan,PAK,2005,50.0,77.0,53.0,Asia
pakistan,PAK,2006,54.0,79.0,58.0,Asia
pakistan,PAK,2007,52.0,75.0,57.0,Asia
pakistan,PAK,2008,56.0,79.0,61.0,Asia
pakistan,PAK,2009,55.0,79.0,61.0,Asia
pakistan,PAK,2010,55.0,80.0,62.0,Asia
pakistan,PAK,2011,55.0,78.0,63.0,Asia
pakistan,PAK,2012,57.0,80.0,64.0,Asia
pakistan,PAK,2013,56.0,79.0,63.0,Asia
pakistan,PAK,2014,57.0,80.0,66.0,Asia
pakistan,PAK,2017,59.0,81.0,68.0,Asia
pakistan,PAK,2018,57.0,80.0,64.0,Asia
pakistan,PAK,2019,58.0,80.0,65.0,Asia
pakistan,PAK,2021,58.8561,79.45763,66.52292,Asia
palau,PLW,2013,100.0,100.0,100.0,Oceania
palau,PLW,2015,97.0,98.0,99.0,Oceania
palestine,PSE,1997,86.0,97.0,97.0,Asia
palestine,PSE,2004,92.0,99.0,99.0,Asia
palestine,PSE,2006,93.0,99.0,99.0,Asia
palestine,PSE,2007,94.0,99.0,99.0,Asia
palestine,PSE,2008,94.0,99.0,99.0,Asia
palestine,PSE,2009,94.0,99.0,99.0,Asia
palestine,PSE,2010,95.0,99.0,99.0,Asia
palestine,PSE,2011,95.0,99.0,99.0,Asia
palestine,PSE,2012,96.0,99.0,99.0,Asia
palestine,PSE,2013,96.0,99.0,99.0,Asia
palestine,PSE,2014,96.0,99.0,99.0,Asia
palestine,PSE,2015,96.0,99.0,99.0,Asia
palestine,PSE,2016,97.0,99.0,99.0,Asia
palestine,PSE,2017,97.0,99.0,99.0,Asia
palestine,PSE,2018,97.0,99.0,99.0,Asia
palestine,PSE,2019,97.0,99.0,99.0,Asia
palestine,PSE,2020,98.0,99.0,99.0,Asia
palestine,PSE,2022,98.0,99.0,99.0,Asia
panama,PAN,1990,89.0,95.0,95.0,North America
panama,PAN,2000,92.0,97.0,96.0,North America
panama,PAN,2010,94.0,98.0,97.0,North America
panama,PAN,2014,82.15758,98.4,97.6,North America
panama,PAN,2015,82.15758,98.4,98.1,North America
panama,PAN,2016,82.15758,99.1,98.4,North America
panama,PAN,2017,82.15758,99.3,98.8,North America
panama,PAN,2018,95.0,99.3,98.9,North America
panama,PAN,2019,96.0,98.9,98.9,North America
panama,PAN,2021,82.15758,99.3,99.2,North America
panama,PAN,2022,82.15758,99.4,99.3,North America
panama,PAN,2023,82.15758,98.8,98.9,North America
papua new guinea,PNG,2000,57.0,69.0,64.0,Oceania
papua new guinea,PNG,2017,70.06368,87.25939,78.08662,Oceania
paraguay,PRY,1992,90.0,96.0,95.0,South America
paraguay,PRY,2001,82.15758,95.7,95.6,South America
paraguay,PRY,2002,82.15758,97.6,97.3,South America
paraguay,PRY,2003,82.15758,97.3,97.5,South America
paraguay,PRY,2004,82.15758,97.3,97.2,South America
paraguay,PRY,2005,82.15758,97.6,98.1,South America
paraguay,PRY,2006,82.15758,98.4,97.9,South America
paraguay,PRY,2007,95.0,98.6,98.8,South America
paraguay,PRY,2008,93.0,97.6,98.2,South America
paraguay,PRY,2009,94.0,98.0,99.0,South America
paraguay,PRY,2010,94.0,98.5,98.6,South America
paraguay,PRY,2011,82.15758,98.3,98.7,South America
paraguay,PRY,2012,94.0,98.3,98.1,South America
paraguay,PRY,2013,95.0,98.6,99.2,South America
paraguay,PRY,2014,95.0,99.0,98.5,South America
paraguay,PRY,2015,96.0,98.4,99.0,South America
paraguay,PRY,2016,95.0,98.2,98.7,South America
paraguay,PRY,2017,82.15758,97.7,98.9,South America
paraguay,PRY,2018,94.0,97.7,98.9,South America
paraguay,PRY,2019,93.0,98.0,98.7,South America
paraguay,PRY,2020,95.0,98.6,98.7,South America
paraguay,PRY,2021,82.15758,98.1,99.2,South America
paraguay,PRY,2022,82.15758,98.5,98.8,South America
paraguay,PRY,2023,82.15758,98.8,99.0,South America
peru,PER,1993,87.0,97.0,94.0,South America
peru,PER,2000,82.15758,99.1,96.1,South America
peru,PER,2001,82.15758,98.2,96.1,South America
peru,PER,2002,82.15758,97.6,95.9,South America
peru,PER,2003,82.15758,97.6,96.0,South America
peru,PER,2004,88.0,98.4,96.3,South America
peru,PER,2005,88.0,98.1,96.8,South America
peru,PER,2006,89.0,98.6,97.3,South America
peru,PER,2007,90.0,98.1,97.0,South America
peru,PER,2008,82.15758,98.2,97.5,South America
peru,PER,2009,82.15758,98.7,97.9,South America
peru,PER,2010,82.15758,98.6,98.0,South America
peru,PER,2011,82.15758,98.6,98.3,South America
peru,PER,2012,94.0,98.7,98.7,South America
peru,PER,2013,82.15758,98.9,98.9,South America
peru,PER,2014,94.0,99.2,98.8,South America
peru,PER,2015,94.0,99.3,98.8,South America
peru,PER,2016,94.0,99.1,98.8,South America
peru,PER,2017,94.0,99.3,98.9,South America
peru,PER,2018,94.0,99.1,99.0,South America
peru,PER,2019,82.15758,99.1,99.1,South America
peru,PER,2020,94.0,99.6,99.4,South America
peru,PER,2021,82.15758,99.1,99.2,South America
peru,PER,2022,82.15758,99.3,99.3,South America
peru,PER,2023,82.15758,99.3,99.4,South America
philippines,PHL,1990,94.0,96.0,97.0,Asia
philippines,PHL,1994,94.0,96.0,96.0,Asia
philippines,PHL,2000,93.0,94.0,96.0,Asia
philippines,PHL,2003,93.0,94.0,97.0,Asia
philippines,PHL,2008,95.0,97.0,98.0,Asia
philippines,PHL,2013,96.0,97.0,99.0,Asia
philippines,PHL,2015,98.0,99.0,99.0,Asia
philippines,PHL,2017,82.15758,100.0,100.0,Asia
philippines,PHL,2019,96.0,98.0,99.0,Asia
philippines,PHL,2020,98.0,99.0,99.0,Asia
philippines,PHL,2022,82.15758,100.0,99.51506,Asia
portugal,PRT,1991,88.0,99.0,99.0,Europe
portugal,PRT,2011,94.0,99.0,99.0,Europe
puerto rico,PRI,1990,90.0,92.0,94.0,North America
puerto rico,PRI,2010,92.0,99.0,99.0,North America
puerto rico,PRI,2017,92.0,92.0,92.0,North America
qatar,QAT,1997,83.0,94.0,96.0,Asia
qatar,QAT,2004,89.0,95.0,98.0,Asia
qatar,QAT,2007,93.0,99.0,99.0,Asia
qatar,QAT,2008,94.0,95.0,97.0,Asia
qatar,QAT,2009,95.0,98.0,98.0,Asia
qatar,QAT,2010,96.0,96.0,98.0,Asia
qatar,QAT,2011,96.0,98.0,99.0,Asia
qatar,QAT,2012,97.0,99.0,100.0,Asia
qatar,QAT,2013,97.0,99.0,99.0,Asia
qatar,QAT,2014,98.0,98.0,100.0,Asia
romania,ROU,1992,97.0,99.0,99.0,Europe
romania,ROU,2002,97.0,98.0,98.0,Europe
romania,ROU,2011,99.0,99.0,99.0,Europe
romania,ROU,2021,99.0,100.0,100.0,Europe
russian federation,RUS,2002,99.0,100.0,100.0,Europe
russian federation,RUS,2010,100.0,100.0,100.0,Europe
russian federation,RUS,2021,100.0,100.0,100.0,Europe
rwanda,RWA,1991,58.0,94.4,93.59,Africa
rwanda,RWA,2000,65.0,79.0,77.0,Africa
rwanda,RWA,2005,82.15758,72.72,68.21,Africa
rwanda,RWA,2010,82.15758,80.31,80.06,Africa
rwanda,RWA,2012,68.0,81.0,83.0,Africa
rwanda,RWA,2014,71.0,84.0,86.0,Africa
rwanda,RWA,2015,82.15758,87.92002,89.17011,Africa
rwanda,RWA,2018,73.0,84.0,89.0,Africa
rwanda,RWA,2020,80.05086,90.36046,92.69652,Africa
rwanda,RWA,2022,79.0,88.0,92.0,Africa
saint helena,SHN,1998,97.0,99.0,100.0,Africa
saint lucia,LCA,2012,82.15758,100.0,99.96,North America
samoa,WSM,1991,98.0,99.0,99.0,Oceania
samoa,WSM,2011,99.0,99.0,99.0,Oceania
samoa,WSM,2016,99.0,100.0,100.0,Oceania
samoa,WSM,2019,97.99026,98.54096,99.55731,Oceania
san marino,SMR,2022,100.0,100.0,100.0,Europe
sao tome and principe,STP,1991,73.0,96.0,92.0,Africa
sao tome and principe,STP,2001,85.0,96.0,95.0,Africa
sao tome and principe,STP,2012,90.0,97.0,96.0,Africa
sao tome and principe,STP,2014,82.15758,94.4,100.0,Africa
sao tome and principe,STP,2019,87.43846,95.85022,95.07206,Africa
saudi arabia,SAU,1992,71.0,94.0,81.0,Asia
saudi arabia,SAU,2000,79.0,98.0,94.0,Asia
saudi arabia,SAU,2004,83.0,97.0,95.0,Asia
saudi arabia,SAU,2013,94.0,99.0,99.0,Asia
saudi arabia,SAU,2017,95.0,99.0,99.0,Asia
saudi arabia,SAU,2020,98.0,100.0,99.0,Asia
senegal,SEN,2002,39.0,58.0,41.0,Africa
senegal,SEN,2005,82.15758,57.43,34.01,Africa
senegal,SEN,2006,42.0,58.0,45.0,Africa
senegal,SEN,2009,48.0,72.0,55.0,Africa
senegal,SEN,2011,52.0,74.0,59.0,Africa
senegal,SEN,2013,44.0,63.0,51.0,Africa
senegal,SEN,2014,82.15758,63.45,51.06,Africa
senegal,SEN,2015,43.59273,65.78748,56.87536,Africa
senegal,SEN,2016,46.09964,69.407,59.88586,Africa
senegal,SEN,2017,52.0,76.0,64.0,Africa
senegal,SEN,2018,46.60591,66.22319,65.68582,Africa
senegal,SEN,2019,46.83367,68.82227,64.02553,Africa
senegal,SEN,2023,50.35582,69.2685,65.59709,Africa
serbia,SRB,2003,96.0,99.0,99.0,Europe
serbia,SRB,2005,82.15758,94.4,99.63,Europe
serbia,SRB,2011,98.0,99.0,99.0,Europe
serbia,SRB,2014,82.15758,94.4,99.83,Europe
serbia,SRB,2016,99.0,100.0,100.0,Europe
serbia,SRB,2019,99.0,100.0,100.0,Europe
seychelles,SYC,1994,88.0,98.0,99.0,Africa
seychelles,SYC,2002,92.0,99.0,99.0,Africa
seychelles,SYC,2010,94.0,99.0,99.0,Africa
sierra leone,SLE,2004,35.0,60.0,37.0,Africa
sierra leone,SLE,2005,82.15758,94.4,37.15,Africa
sierra leone,SLE,2008,82.15758,73.58,41.3,Africa
sierra leone,SLE,2010,82.15758,94.4,49.46,Africa
sierra leone,SLE,2013,82.15758,79.69,57.34,Africa
sierra leone,SLE,2017,44.83318,78.74271,68.66314,Africa
sierra leone,SLE,2019,43.57778,78.1976,67.86192,Africa
singapore,SGP,1990,89.0,99.0,99.0,Asia
singapore,SGP,2000,93.0,99.0,100.0,Asia
singapore,SGP,2010,96.0,100.0,100.0,Asia
singapore,SGP,2011,96.0,100.0,100.0,Asia
singapore,SGP,2012,96.0,100.0,100.0,Asia
singapore,SGP,2013,97.0,100.0,100.0,Asia
singapore,SGP,2014,97.0,100.0,100.0,Asia
singapore,SGP,2015,97.0,100.0,100.0,Asia
singapore,SGP,2016,97.0,100.0,100.0,Asia
singapore,SGP,2017,97.0,100.0,100.0,Asia
singapore,SGP,2018,97.0,100.0,100.0,Asia
singapore,SGP,2019,97.0,100.0,100.0,Asia
singapore,SGP,2020,97.0,100.0,100.0,Asia
singapore,SGP,2021,98.0,100.0,100.0,Asia
slovenia,SVN,1991,100.0,100.0,100.0,Europe
solomon islands,SLB,1999,77.0,94.4,93.59,Unknown
somalia,SOM,2006,82.15758,94.4,23.79,Africa
somalia,SOM,2022,54.0,76.0,65.0,Africa
south africa,ZAF,1996,82.0,93.0,94.0,Africa
south africa,ZAF,2007,89.0,97.0,98.0,Africa
south africa,ZAF,2009,93.0,98.0,99.0,Africa
south africa,ZAF,2010,93.0,98.0,99.0,Africa
south africa,ZAF,2011,93.0,98.0,99.0,Africa
south africa,ZAF,2012,94.0,98.0,99.0,Africa
south africa,ZAF,2014,94.0,99.0,99.0,Africa
south africa,ZAF,2015,94.0,99.0,99.0,Africa
south africa,ZAF,2016,91.73724,95.83106,97.71958,Africa
south africa,ZAF,2017,87.0,94.0,97.0,Africa
south africa,ZAF,2019,95.0,98.0,99.0,Africa
south africa,ZAF,2021,90.0,96.0,97.0,Africa
south asia (wb),Unknown,1990,45.35921,68.20921,45.63503,Unknown
south asia (wb),Unknown,1991,46.08564,68.92892,47.24611,Unknown
south asia (wb),Unknown,1992,47.08633,70.42248,48.73938,Unknown
south asia (wb),Unknown,1993,48.08146,71.8677,50.23563,Unknown
south asia (wb),Unknown,1994,48.84938,72.58117,51.90192,Unknown
south asia (wb),Unknown,1995,49.64049,73.29805,53.54513,Unknown
south asia (wb),Unknown,1996,50.4492,74.01736,55.14931,Unknown
south asia (wb),Unknown,1997,51.26017,74.6834,56.55587,Unknown
south asia (wb),Unknown,1998,56.07956,78.93805,59.33065,Unknown
south asia (wb),Unknown,1999,56.87631,79.58144,61.19646,Unknown
south asia (wb),Unknown,2000,57.65058,80.11587,62.95541,Unknown
south asia (wb),Unknown,2001,58.41306,80.55457,64.61875,Unknown
south asia (wb),Unknown,2002,59.20313,81.07521,66.302,Unknown
south asia (wb),Unknown,2003,60.09578,82.17898,67.5551,Unknown
south asia (wb),Unknown,2004,60.87617,82.60598,69.19014,Unknown
south asia (wb),Unknown,2005,60.67367,84.34488,69.3995,Unknown
south asia (wb),Unknown,2006,60.84876,83.2914,70.5399,Unknown
south asia (wb),Unknown,2007,61.68392,83.58977,72.24752,Unknown
south asia (wb),Unknown,2008,62.5963,84.51249,73.95381,Unknown
south asia (wb),Unknown,2009,63.45801,85.06028,75.67667,Unknown
south asia (wb),Unknown,2010,66.02896,86.65498,77.2101,Unknown
south asia (wb),Unknown,2011,66.62986,86.86274,78.52292,Unknown
south asia (wb),Unknown,2012,66.67659,87.20437,79.44468,Unknown
south asia (wb),Unknown,2013,67.70576,88.39692,81.3398,Unknown
south asia (wb),Unknown,2014,68.45516,88.77747,82.62181,Unknown
south asia (wb),Unknown,2015,69.78215,89.4431,84.15232,Unknown
south asia (wb),Unknown,2016,71.10578,90.26568,85.64712,Unknown
south asia (wb),Unknown,2017,71.66783,90.72693,86.29461,Unknown
south asia (wb),Unknown,2018,72.19206,90.6786,86.08996,Unknown
south asia (wb),Unknown,2019,71.96603,93.54365,88.6587,Unknown
south asia (wb),Unknown,2020,72.68319,93.79383,89.36649,Unknown
south asia (wb),Unknown,2021,73.47901,94.11137,90.07337,Unknown
south asia (wb),Unknown,2022,74.26527,94.38901,90.81525,Unknown
south asia (wb),Unknown,2023,75.00885,94.64723,91.47357,Unknown
south sudan,SSD,2008,27.0,44.0,30.0,Africa
south sudan,SSD,2010,82.15758,94.4,24.87,Africa
spain,ESP,1991,96.0,100.0,100.0,Europe
spain,ESP,2004,97.0,100.0,100.0,Europe
spain,ESP,2005,98.0,100.0,100.0,Europe
spain,ESP,2006,98.0,100.0,99.0,Europe
spain,ESP,2007,98.0,100.0,100.0,Europe
spain,ESP,2008,98.0,100.0,100.0,Europe
spain,ESP,2009,98.0,100.0,100.0,Europe
spain,ESP,2010,98.0,100.0,100.0,Europe
spain,ESP,2011,98.0,100.0,100.0,Europe
spain,ESP,2012,98.0,100.0,100.0,Europe
spain,ESP,2013,98.0,100.0,100.0,Europe
spain,ESP,2014,98.0,100.0,100.0,Europe
spain,ESP,2015,98.0,100.0,100.0,Europe
spain,ESP,2016,98.0,100.0,100.0,Europe
spain,ESP,2018,98.0,100.0,100.0,Europe
spain,ESP,2020,99.0,99.0,100.0,Europe
spain,ESP,2021,100.0,100.0,100.0,Europe
sri lanka,LKA,2001,91.0,95.0,96.0,Asia
sri lanka,LKA,2006,91.0,97.0,98.0,Asia
sri lanka,LKA,2008,91.0,97.0,99.0,Asia
sri lanka,LKA,2010,91.0,98.0,99.0,Asia
sri lanka,LKA,2016,92.0,98.0,99.0,Asia
sri lanka,LKA,2017,92.0,99.0,99.0,Asia
sri lanka,LKA,2018,92.0,99.0,99.0,Asia
sri lanka,LKA,2019,92.0,99.0,99.0,Asia
sri lanka,LKA,2020,92.0,99.0,99.0,Asia
sri lanka,LKA,2021,92.0,99.0,99.0,Asia
sri lanka,LKA,2022,92.0,98.0,99.0,Asia
sri lanka,LKA,2023,93.0,99.0,99.0,Asia
sub-saharan africa (sdg),Unknown,1990,52.11274,72.29014,58.32958,Unknown
sub-saharan africa (sdg),Unknown,1991,52.47592,72.2987,58.80754,Unknown
sub-saharan africa (sdg),Unknown,1992,52.97165,72.05907,58.99608,Unknown
sub-saharan africa (sdg),Unknown,1993,53.5766,72.08115,59.63437,Unknown
sub-saharan africa (sdg),Unknown,1994,54.20362,72.18253,60.30622,Unknown
sub-saharan africa (sdg),Unknown,1995,54.63169,71.97712,60.54249,Unknown
sub-saharan africa (sdg),Unknown,1996,55.26828,71.98382,61.27053,Unknown
sub-saharan africa (sdg),Unknown,1997,56.09558,72.15557,62.15856,Unknown
sub-saharan africa (sdg),Unknown,1998,56.75086,72.20642,62.15919,Unknown
sub-saharan africa (sdg),Unknown,1999,57.59484,72.93401,62.95219,Unknown
sub-saharan africa (sdg),Unknown,2000,56.3906,71.98056,60.39209,Unknown
sub-saharan africa (sdg),Unknown,2001,57.14965,72.22311,61.33031,Unknown
sub-saharan africa (sdg),Unknown,2002,57.85295,74.55391,61.69737,Unknown
sub-saharan africa (sdg),Unknown,2003,58.36514,74.41884,62.31926,Unknown
sub-saharan africa (sdg),Unknown,2004,59.04088,74.9079,63.03124,Unknown
sub-saharan africa (sdg),Unknown,2005,58.71344,74.3745,62.67028,Unknown
sub-saharan africa (sdg),Unknown,2006,58.41726,74.48927,62.25977,Unknown
sub-saharan africa (sdg),Unknown,2007,58.17579,74.51744,62.46845,Unknown
sub-saharan africa (sdg),Unknown,2008,58.48229,74.663,62.84819,Unknown
sub-saharan africa (sdg),Unknown,2009,58.94138,75.04334,63.27447,Unknown
sub-saharan africa (sdg),Unknown,2010,59.61513,75.64068,64.61997,Unknown
sub-saharan africa (sdg),Unknown,2011,61.13006,76.85467,67.16404,Unknown
sub-saharan africa (sdg),Unknown,2012,62.3788,78.12264,68.71044,Unknown
sub-saharan africa (sdg),Unknown,2013,63.23391,78.90765,69.77118,Unknown
sub-saharan africa (sdg),Unknown,2014,63.92325,79.18538,70.63868,Unknown
sub-saharan africa (sdg),Unknown,2015,64.52015,79.54214,71.49852,Unknown
sub-saharan africa (sdg),Unknown,2016,65.10612,79.74457,72.37485,Unknown
sub-saharan africa (sdg),Unknown,2017,65.44503,80.03684,73.19637,Unknown
sub-saharan africa (sdg),Unknown,2018,67.06734,80.90309,74.63522,Unknown
sub-saharan africa (sdg),Unknown,2019,67.71821,80.98639,74.99446,Unknown
sub-saharan africa (sdg),Unknown,2020,67.9072,81.04912,75.18506,Unknown
sub-saharan africa (sdg),Unknown,2021,67.89861,81.16229,75.56274,Unknown
sub-saharan africa (sdg),Unknown,2022,68.2313,81.32142,75.94742,Unknown
sub-saharan africa (sdg),Unknown,2023,68.5022,81.43321,76.2435,Unknown
sub-saharan africa (wb),Unknown,1990,52.30686,72.71775,58.56817,Unknown
sub-saharan africa (wb),Unknown,1991,52.65164,72.7188,59.02214,Unknown
sub-saharan africa (wb),Unknown,1992,53.12544,72.48352,59.19959,Unknown
sub-saharan africa (wb),Unknown,1993,53.7068,72.50194,59.81377,Unknown
sub-saharan africa (wb),Unknown,1994,54.30921,72.60356,60.45989,Unknown
sub-saharan africa (wb),Unknown,1995,54.72155,72.41475,60.68785,Unknown
sub-saharan africa (wb),Unknown,1996,55.37812,72.45479,61.44891,Unknown
sub-saharan africa (wb),Unknown,1997,56.21824,72.65162,62.3643,Unknown
sub-saharan africa (wb),Unknown,1998,56.89161,72.72885,62.42521,Unknown
sub-saharan africa (wb),Unknown,1999,57.74526,73.44743,63.24683,Unknown
sub-saharan africa (wb),Unknown,2000,56.62755,72.55322,60.84378,Unknown
sub-saharan africa (wb),Unknown,2001,57.40014,72.80689,61.80151,Unknown
sub-saharan africa (wb),Unknown,2002,58.11591,75.05337,62.20535,Unknown
sub-saharan africa (wb),Unknown,2003,58.6459,74.9335,62.84995,Unknown
sub-saharan africa (wb),Unknown,2004,59.33332,75.41172,63.58071,Unknown
sub-saharan africa (wb),Unknown,2005,59.05679,74.91303,63.28228,Unknown
sub-saharan africa (wb),Unknown,2006,58.16811,74.18462,62.1581,Unknown
sub-saharan africa (wb),Unknown,2007,57.96338,74.22833,62.4056,Unknown
sub-saharan africa (wb),Unknown,2008,58.28565,74.385,62.81743,Unknown
sub-saharan africa (wb),Unknown,2009,58.75711,74.77022,63.27435,Unknown
sub-saharan africa (wb),Unknown,2010,59.43254,75.36194,64.61118,Unknown
sub-saharan africa (wb),Unknown,2011,60.91714,76.54916,67.10008,Unknown
sub-saharan africa (wb),Unknown,2012,62.14601,77.78892,68.62974,Unknown
sub-saharan africa (wb),Unknown,2013,62.99641,78.56353,69.69256,Unknown
sub-saharan africa (wb),Unknown,2014,63.68724,78.85027,70.56996,Unknown
sub-saharan africa (wb),Unknown,2015,64.28751,79.20958,71.43871,Unknown
sub-saharan africa (wb),Unknown,2016,64.87826,79.42151,72.32338,Unknown
sub-saharan africa (wb),Unknown,2017,65.2303,79.71815,73.15344,Unknown
sub-saharan africa (wb),Unknown,2018,66.81657,80.56685,74.57623,Unknown
sub-saharan africa (wb),Unknown,2019,67.44165,80.64873,74.9221,Unknown
